Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count
Chevrolet,Impala,2017,4.8,Hybrid,Automatic,173000,2,1
Toyota,RAV4,2006,2.5,Electric,Semi-Automatic,129320,2,3
Hyundai,Elantra,2019,3.3,Electric,Manual,128619,3,5
Hyundai,Tucson,2022,3.8,Diesel,Manual,66874,5,5
Honda,Accord,2002,2.1,Petrol,Manual,97749,4,2
BMW,3 Series,2000,1.5,Hybrid,Automatic,37505,2,5
Ford,Fiesta,2018,4.7,Electric,Manual,8898,3,5
Kia,Optima,2004,3.7,Diesel,Semi-Automatic,5794,2,4
Mercedes,GLA,2000,2.0,Petrol,Semi-Automatic,289423,2,2
BMW,3 Series,2004,3.3,Hybrid,Semi-Automatic,283338,2,1
Honda,Civic,2010,1.5,Diesel,Manual,170395,3,4
Mercedes,GLA,2007,4.6,Electric,Semi-Automatic,274384,5,2
BMW,X5,2006,4.7,Electric,Automatic,91669,3,4
Kia,Optima,2006,1.6,Hybrid,Manual,68222,2,5
Honda,Accord,2012,4.7,Diesel,Semi-Automatic,18822,2,2
Audi,Q5,2001,5.0,Petrol,Manual,214136,4,4
Audi,Q5,2015,2.7,Electric,Automatic,59311,3,3
Honda,Accord,2013,4.9,Hybrid,Manual,16832,2,1
Ford,Explorer,2001,2.3,Electric,Manual,38542,5,2
Hyundai,Tucson,2001,2.1,Electric,Semi-Automatic,222692,2,2
Audi,A3,2005,1.6,Electric,Semi-Automatic,272458,3,3
Audi,A3,2008,1.0,Petrol,Manual,123477,5,2
Honda,Civic,2007,1.6,Electric,Manual,158154,3,4
Hyundai,Tucson,2003,3.2,Petrol,Semi-Automatic,19907,4,4
Audi,A3,2021,4.7,Petrol,Manual,231318,2,5
Kia,Sportage,2019,4.0,Diesel,Semi-Automatic,50680,3,4
Volkswagen,Tiguan,2012,2.9,Hybrid,Automatic,78118,2,4
Toyota,Camry,2011,2.5,Electric,Semi-Automatic,109008,3,4
Chevrolet,Malibu,2015,4.9,Hybrid,Manual,97726,3,5
Kia,Rio,2010,3.3,Electric,Semi-Automatic,221294,5,1
Toyota,Camry,2000,1.9,Hybrid,Semi-Automatic,202579,5,5
Ford,Fiesta,2013,3.5,Electric,Automatic,27879,2,4
Toyota,Camry,2000,2.4,Diesel,Automatic,12614,3,3
Volkswagen,Tiguan,2001,3.5,Diesel,Automatic,25430,3,3
Volkswagen,Passat,2019,1.0,Hybrid,Semi-Automatic,70555,2,5
Toyota,Corolla,2022,2.8,Diesel,Semi-Automatic,216048,4,1
Hyundai,Tucson,2020,3.1,Diesel,Automatic,154172,2,1
Audi,Q5,2018,1.7,Electric,Semi-Automatic,207019,2,3
Kia,Optima,2022,4.7,Hybrid,Manual,148342,3,1
Toyota,Corolla,2007,3.8,Petrol,Manual,252617,3,2
Hyundai,Elantra,2020,3.8,Petrol,Automatic,176673,2,4
Hyundai,Elantra,2014,4.5,Petrol,Manual,84216,3,2
Volkswagen,Tiguan,2004,4.9,Hybrid,Manual,220473,2,1
Honda,Civic,2019,3.0,Diesel,Automatic,13013,5,5
Toyota,Corolla,2012,3.7,Diesel,Semi-Automatic,235589,5,1
Toyota,Corolla,2015,2.5,Electric,Semi-Automatic,141026,5,3
Toyota,RAV4,2008,3.9,Diesel,Automatic,61794,3,5
Audi,A4,2023,3.9,Electric,Manual,154684,3,3
BMW,5 Series,2018,4.7,Petrol,Manual,256062,3,4
Kia,Rio,2001,3.3,Electric,Automatic,106887,4,3
BMW,X5,2015,2.5,Petrol,Automatic,99827,4,2
Mercedes,E-Class,2013,1.4,Petrol,Automatic,55449,3,3
Audi,A3,2005,4.1,Diesel,Semi-Automatic,291394,3,5
Honda,Civic,2020,4.6,Petrol,Manual,191397,3,4
Kia,Optima,2017,2.2,Diesel,Manual,75720,4,2
Ford,Fiesta,2010,4.9,Electric,Manual,106215,5,3
Audi,A3,2018,1.1,Diesel,Semi-Automatic,12539,3,3
BMW,3 Series,2009,3.9,Electric,Automatic,75927,4,3
Kia,Sportage,2004,3.8,Electric,Manual,189775,4,3
Honda,Accord,2012,4.8,Hybrid,Semi-Automatic,263129,5,5
Hyundai,Sonata,2017,2.6,Hybrid,Semi-Automatic,262794,4,2
Honda,Accord,2023,1.2,Petrol,Semi-Automatic,41087,5,3
BMW,5 Series,2001,3.9,Diesel,Semi-Automatic,7812,2,3
Audi,A4,2008,4.8,Diesel,Semi-Automatic,150832,2,2
Volkswagen,Passat,2011,4.6,Diesel,Manual,82736,5,5
Audi,A4,2017,4.5,Hybrid,Automatic,17255,5,2
Honda,Civic,2017,4.5,Diesel,Semi-Automatic,217124,5,5
Chevrolet,Malibu,2009,5.0,Electric,Manual,251699,4,3
Chevrolet,Impala,2021,2.0,Diesel,Manual,33019,2,4
Mercedes,GLA,2013,1.5,Petrol,Automatic,231614,2,4
Toyota,Corolla,2001,2.4,Electric,Manual,158652,2,5
Ford,Explorer,2004,3.6,Electric,Semi-Automatic,257731,4,5
Honda,Accord,2015,1.5,Diesel,Manual,87818,5,3
Mercedes,C-Class,2022,4.4,Diesel,Manual,8848,2,4
Hyundai,Sonata,2023,1.3,Diesel,Automatic,268386,2,4
Hyundai,Tucson,2021,2.0,Diesel,Automatic,229628,2,4
Volkswagen,Golf,2012,1.3,Diesel,Semi-Automatic,93988,4,4
Volkswagen,Passat,2018,2.9,Electric,Semi-Automatic,41037,5,1
Volkswagen,Tiguan,2013,3.3,Diesel,Automatic,198138,5,3
Hyundai,Tucson,2018,2.8,Electric,Manual,288472,4,5
Ford,Explorer,2018,4.1,Diesel,Semi-Automatic,226037,3,1
Volkswagen,Passat,2002,2.2,Diesel,Automatic,253907,3,3
Kia,Rio,2019,4.6,Hybrid,Manual,298171,4,2
Honda,Accord,2021,4.9,Petrol,Automatic,170561,2,5
Audi,A3,2014,4.1,Electric,Semi-Automatic,72306,4,3
Volkswagen,Passat,2000,1.2,Diesel,Manual,25699,3,3
Volkswagen,Tiguan,2009,3.5,Petrol,Automatic,114527,4,5
Audi,A3,2007,1.7,Diesel,Manual,214516,2,2
Volkswagen,Golf,2018,2.8,Electric,Automatic,111967,2,1
BMW,X5,2004,1.4,Petrol,Semi-Automatic,66995,4,1
Ford,Focus,2003,2.4,Hybrid,Semi-Automatic,269645,2,5
Ford,Explorer,2014,1.2,Diesel,Automatic,85335,5,1
Toyota,RAV4,2000,2.4,Diesel,Manual,157208,4,2
Honda,Civic,2015,1.5,Hybrid,Semi-Automatic,277787,4,2
Toyota,Corolla,2007,4.2,Petrol,Semi-Automatic,111390,4,3
Chevrolet,Equinox,2007,2.9,Diesel,Manual,109544,3,4
Audi,Q5,2005,4.5,Hybrid,Automatic,227044,4,2
Hyundai,Elantra,2011,4.0,Petrol,Manual,178485,5,4
Hyundai,Elantra,2008,3.0,Petrol,Manual,275731,4,5
BMW,5 Series,2005,1.4,Petrol,Manual,212695,5,1
Toyota,RAV4,2016,2.6,Petrol,Semi-Automatic,233350,5,1
Volkswagen,Tiguan,2006,4.6,Diesel,Semi-Automatic,97345,4,4
Ford,Fiesta,2014,4.5,Electric,Automatic,291598,4,4
Chevrolet,Malibu,2018,4.4,Hybrid,Manual,108874,2,1
Kia,Sportage,2007,1.5,Hybrid,Manual,42352,3,5
Mercedes,E-Class,2011,4.1,Petrol,Semi-Automatic,84783,5,2
Kia,Sportage,2014,1.1,Petrol,Automatic,268170,5,4
Chevrolet,Equinox,2003,3.3,Hybrid,Automatic,100141,2,3
Volkswagen,Tiguan,2003,1.3,Electric,Semi-Automatic,52894,4,2
Kia,Optima,2022,1.1,Hybrid,Semi-Automatic,207337,5,3
Ford,Focus,2004,2.2,Petrol,Semi-Automatic,236035,4,2
Volkswagen,Tiguan,2006,3.9,Diesel,Semi-Automatic,196034,4,5
Ford,Focus,2000,2.4,Hybrid,Automatic,60894,2,3
Audi,Q5,2013,3.6,Electric,Manual,209772,3,2
Hyundai,Tucson,2008,2.9,Electric,Automatic,111252,4,5
Mercedes,E-Class,2017,2.1,Hybrid,Semi-Automatic,237070,4,2
Ford,Explorer,2023,4.6,Electric,Semi-Automatic,58921,2,3
Toyota,Camry,2006,2.5,Diesel,Semi-Automatic,247781,5,4
Toyota,RAV4,2017,2.8,Electric,Semi-Automatic,47232,4,2
Volkswagen,Passat,2005,3.8,Hybrid,Semi-Automatic,293937,4,3
Audi,Q5,2009,4.2,Electric,Semi-Automatic,45407,3,3
Honda,Accord,2018,3.2,Electric,Manual,239683,5,3
Chevrolet,Malibu,2003,4.8,Hybrid,Automatic,299039,4,3
Ford,Explorer,2004,2.3,Electric,Automatic,27978,3,4
Audi,A4,2011,3.6,Petrol,Manual,91365,2,2
Toyota,Camry,2002,3.0,Hybrid,Automatic,188512,3,2
Chevrolet,Impala,2010,1.3,Electric,Manual,3075,2,5
Mercedes,E-Class,2003,2.3,Hybrid,Automatic,117694,3,3
Audi,Q5,2012,2.3,Diesel,Manual,95865,2,3
Hyundai,Tucson,2001,1.8,Diesel,Semi-Automatic,210021,2,2
Ford,Focus,2002,2.8,Petrol,Automatic,295693,5,5
Chevrolet,Malibu,2014,4.1,Diesel,Semi-Automatic,255630,2,2
BMW,5 Series,2013,3.6,Diesel,Manual,217426,4,5
Honda,Civic,2001,1.9,Diesel,Semi-Automatic,156936,5,2
Chevrolet,Malibu,2022,4.1,Electric,Automatic,31949,5,1
Audi,Q5,2023,2.2,Diesel,Automatic,124452,5,2
BMW,5 Series,2005,1.1,Diesel,Automatic,197972,2,5
Kia,Rio,2009,2.4,Diesel,Manual,13969,4,2
Audi,A4,2023,4.8,Petrol,Manual,67091,3,1
Ford,Explorer,2004,1.8,Diesel,Manual,275625,4,5
Honda,Civic,2015,1.0,Hybrid,Manual,31953,4,4
Kia,Rio,2015,4.4,Diesel,Manual,16202,3,4
Chevrolet,Equinox,2005,4.0,Electric,Automatic,295997,5,3
Volkswagen,Passat,2023,4.1,Hybrid,Manual,68834,3,4
Volkswagen,Tiguan,2007,4.3,Electric,Semi-Automatic,74484,4,5
BMW,3 Series,2019,1.0,Petrol,Semi-Automatic,158912,4,2
Toyota,Corolla,2012,1.1,Electric,Manual,128818,2,3
Chevrolet,Impala,2008,4.0,Electric,Manual,229386,3,2
Mercedes,C-Class,2015,4.1,Petrol,Automatic,197249,3,1
Chevrolet,Impala,2022,2.0,Petrol,Automatic,93540,5,2
Volkswagen,Tiguan,2002,1.5,Hybrid,Automatic,199749,5,2
Honda,Accord,2020,1.6,Petrol,Manual,156097,4,1
Volkswagen,Golf,2010,4.5,Petrol,Semi-Automatic,28453,5,1
Hyundai,Elantra,2003,3.7,Petrol,Manual,287266,2,4
Ford,Focus,2020,2.1,Diesel,Automatic,57798,2,2
Honda,Civic,2020,4.2,Electric,Manual,293230,4,4
Honda,Accord,2020,3.4,Diesel,Semi-Automatic,286798,3,1
Ford,Explorer,2023,3.0,Petrol,Manual,205866,5,5
Kia,Optima,2015,1.1,Electric,Semi-Automatic,287171,5,2
Audi,Q5,2006,1.2,Hybrid,Manual,127033,2,1
Chevrolet,Malibu,2008,1.9,Diesel,Semi-Automatic,200249,3,4
Kia,Rio,2009,1.2,Diesel,Semi-Automatic,61862,4,3
Ford,Focus,2005,3.3,Diesel,Semi-Automatic,166957,5,3
Toyota,Camry,2014,2.8,Petrol,Semi-Automatic,277899,2,5
Ford,Focus,2005,2.6,Petrol,Automatic,262282,5,5
Mercedes,GLA,2003,4.2,Diesel,Manual,71650,2,5
Volkswagen,Passat,2012,4.3,Hybrid,Automatic,147407,3,2
BMW,5 Series,2011,1.1,Diesel,Automatic,178039,3,1
Mercedes,E-Class,2020,2.2,Hybrid,Automatic,10108,4,4
Hyundai,Sonata,2017,4.8,Petrol,Automatic,261093,3,3
Ford,Fiesta,2007,4.5,Petrol,Automatic,153372,3,2
Audi,A4,2005,4.7,Petrol,Manual,55577,4,5
Chevrolet,Malibu,2002,1.2,Hybrid,Automatic,58178,4,5
Volkswagen,Tiguan,2013,1.0,Hybrid,Automatic,169799,4,3
Kia,Optima,2008,3.7,Diesel,Manual,200783,2,1
BMW,5 Series,2016,4.6,Hybrid,Automatic,18806,2,5
Honda,Accord,2022,3.0,Electric,Manual,180227,4,2
Volkswagen,Tiguan,2004,1.5,Electric,Manual,262785,4,1
Mercedes,E-Class,2017,4.1,Electric,Semi-Automatic,229816,5,5
Audi,A4,2023,3.2,Diesel,Manual,164751,3,1
Audi,Q5,2010,3.1,Electric,Automatic,180328,4,3
BMW,5 Series,2001,3.3,Diesel,Manual,121660,3,3
Hyundai,Elantra,2020,4.3,Hybrid,Semi-Automatic,293131,5,1
Volkswagen,Tiguan,2015,1.4,Electric,Semi-Automatic,235687,2,2
Audi,A4,2002,1.9,Hybrid,Automatic,40115,2,3
Hyundai,Elantra,2011,3.8,Diesel,Automatic,161294,5,1
Toyota,RAV4,2017,2.5,Electric,Automatic,188471,4,5
Chevrolet,Equinox,2002,1.6,Petrol,Automatic,150118,5,5
Ford,Fiesta,2019,4.2,Diesel,Automatic,120374,2,2
Chevrolet,Malibu,2017,3.5,Electric,Automatic,59665,3,1
Volkswagen,Tiguan,2014,4.9,Diesel,Semi-Automatic,70218,2,1
Toyota,Corolla,2018,2.0,Diesel,Manual,111958,5,2
BMW,X5,2019,4.2,Hybrid,Manual,80609,2,4
Hyundai,Sonata,2013,1.8,Diesel,Manual,5626,5,1
Volkswagen,Golf,2013,2.8,Electric,Automatic,88109,5,3
Audi,A4,2004,1.3,Hybrid,Automatic,57078,3,4
Hyundai,Sonata,2006,4.6,Petrol,Manual,99528,5,2
Hyundai,Sonata,2015,4.2,Electric,Semi-Automatic,39016,3,3
Honda,Accord,2010,4.3,Hybrid,Semi-Automatic,132464,3,2
Honda,Civic,2012,2.1,Hybrid,Automatic,197513,3,1
Kia,Sportage,2010,1.1,Electric,Automatic,48286,4,3
Honda,Accord,2023,2.3,Hybrid,Semi-Automatic,238121,5,3
Toyota,Camry,2009,4.9,Electric,Manual,242655,4,3
Ford,Fiesta,2009,2.4,Petrol,Automatic,22624,4,4
BMW,3 Series,2022,1.3,Petrol,Manual,29539,2,4
Chevrolet,Equinox,2010,3.7,Electric,Manual,206414,4,2
Kia,Rio,2013,1.9,Diesel,Automatic,190145,2,2
Ford,Explorer,2021,3.3,Electric,Manual,159806,4,4
Kia,Rio,2019,2.8,Electric,Semi-Automatic,240312,5,3
BMW,5 Series,2004,1.8,Hybrid,Manual,186063,2,3
Mercedes,E-Class,2008,4.1,Petrol,Manual,249477,2,3
Toyota,Camry,2017,2.9,Electric,Semi-Automatic,152699,4,5
Honda,Civic,2012,4.3,Electric,Automatic,94807,5,4
Hyundai,Sonata,2013,1.7,Petrol,Manual,102433,3,3
Honda,CR-V,2012,1.7,Petrol,Automatic,211733,5,3
Mercedes,C-Class,2016,3.4,Electric,Semi-Automatic,164748,2,1
BMW,5 Series,2006,3.2,Hybrid,Automatic,107059,3,1
Ford,Fiesta,2008,1.5,Diesel,Semi-Automatic,53852,5,2
Hyundai,Sonata,2004,3.6,Diesel,Semi-Automatic,294410,2,4
BMW,3 Series,2018,2.4,Hybrid,Automatic,84832,5,1
Kia,Sportage,2017,1.9,Petrol,Automatic,295322,5,3
Hyundai,Tucson,2023,2.7,Petrol,Automatic,222326,4,4
BMW,X5,2018,1.6,Electric,Manual,14337,2,1
Hyundai,Tucson,2016,3.3,Petrol,Semi-Automatic,184301,3,5
BMW,X5,2011,3.6,Petrol,Automatic,168815,2,3
Volkswagen,Golf,2023,4.0,Hybrid,Semi-Automatic,239018,5,2
Honda,Accord,2012,2.8,Hybrid,Semi-Automatic,135966,3,1
Kia,Rio,2020,4.3,Electric,Manual,243563,2,1
Mercedes,C-Class,2017,2.2,Electric,Automatic,13096,3,2
Volkswagen,Tiguan,2013,3.0,Hybrid,Semi-Automatic,109459,2,1
Volkswagen,Passat,2023,2.6,Hybrid,Automatic,32598,5,3
Mercedes,GLA,2023,1.3,Electric,Manual,9218,2,5
Chevrolet,Impala,2020,5.0,Petrol,Semi-Automatic,3514,2,3
Mercedes,C-Class,2014,4.8,Diesel,Manual,148417,2,2
Hyundai,Tucson,2018,2.8,Hybrid,Manual,293291,3,2
Chevrolet,Equinox,2023,2.9,Hybrid,Manual,70186,5,3
Toyota,Camry,2010,1.5,Electric,Manual,265912,2,1
Honda,Civic,2011,4.5,Electric,Manual,204561,5,2
Chevrolet,Impala,2013,3.9,Diesel,Automatic,21396,4,2
Toyota,Camry,2007,2.2,Diesel,Manual,87444,4,4
Kia,Rio,2002,3.3,Hybrid,Manual,261109,2,5
Hyundai,Tucson,2013,4.8,Petrol,Automatic,295066,4,4
Toyota,Camry,2010,4.7,Petrol,Semi-Automatic,155338,5,1
Hyundai,Tucson,2023,1.3,Hybrid,Manual,76669,5,2
Mercedes,E-Class,2008,4.7,Petrol,Manual,269660,3,5
Hyundai,Tucson,2002,3.8,Hybrid,Automatic,274808,3,1
Audi,A4,2007,3.4,Diesel,Manual,277857,2,4
Chevrolet,Impala,2021,4.4,Electric,Manual,141211,2,3
Toyota,Corolla,2019,2.5,Hybrid,Semi-Automatic,105687,3,1
Kia,Optima,2006,3.3,Electric,Semi-Automatic,30141,3,5
Mercedes,GLA,2021,3.9,Electric,Automatic,129980,2,3
Kia,Sportage,2011,1.8,Diesel,Automatic,92188,2,4
Toyota,RAV4,2014,2.0,Diesel,Manual,198322,5,2
Kia,Optima,2000,1.8,Diesel,Manual,279537,5,5
BMW,5 Series,2020,1.1,Electric,Automatic,159745,4,5
Hyundai,Elantra,2007,2.6,Hybrid,Automatic,147570,3,1
Honda,CR-V,2013,3.1,Electric,Automatic,174132,4,3
Chevrolet,Malibu,2009,4.7,Electric,Automatic,287375,3,5
Toyota,Corolla,2022,2.8,Petrol,Automatic,108477,5,3
Toyota,Corolla,2018,3.4,Hybrid,Semi-Automatic,226640,2,2
Audi,Q5,2006,1.2,Diesel,Manual,197238,3,5
Ford,Fiesta,2003,3.1,Petrol,Manual,79442,3,2
Toyota,Corolla,2012,3.3,Hybrid,Automatic,164117,3,2
Kia,Rio,2020,1.8,Hybrid,Automatic,28207,5,5
Toyota,RAV4,2010,3.7,Diesel,Manual,149055,2,3
Chevrolet,Malibu,2019,4.2,Diesel,Automatic,216108,4,2
Kia,Sportage,2006,2.6,Electric,Automatic,239235,4,5
Mercedes,GLA,2002,2.9,Electric,Automatic,282974,2,5
Toyota,Corolla,2021,4.4,Petrol,Manual,36858,5,3
Honda,Accord,2005,1.3,Electric,Automatic,25508,2,5
Volkswagen,Passat,2006,4.9,Hybrid,Semi-Automatic,8618,4,4
Volkswagen,Tiguan,2012,2.8,Diesel,Manual,22534,5,2
Hyundai,Sonata,2012,1.2,Electric,Manual,141631,3,4
Ford,Focus,2014,3.7,Petrol,Semi-Automatic,233520,2,3
Chevrolet,Equinox,2010,1.2,Electric,Semi-Automatic,176673,5,1
Audi,A3,2021,4.3,Petrol,Manual,18069,2,3
Hyundai,Tucson,2006,4.9,Diesel,Automatic,267954,2,5
Hyundai,Sonata,2000,4.4,Hybrid,Manual,133953,5,5
Toyota,Camry,2000,3.0,Diesel,Automatic,3415,2,2
Volkswagen,Tiguan,2009,1.1,Petrol,Semi-Automatic,206638,4,5
Kia,Optima,2018,2.0,Diesel,Manual,55996,4,5
Chevrolet,Equinox,2009,2.8,Electric,Manual,79962,3,2
Mercedes,C-Class,2016,4.9,Hybrid,Automatic,101076,4,4
Mercedes,GLA,2012,4.7,Electric,Semi-Automatic,251019,2,3
Mercedes,C-Class,2006,4.5,Hybrid,Automatic,135379,3,2
Audi,Q5,2018,2.4,Electric,Automatic,50466,2,1
Audi,A4,2023,1.8,Diesel,Semi-Automatic,60422,2,1
Kia,Sportage,2002,4.3,Petrol,Semi-Automatic,37737,4,4
Honda,Civic,2017,2.6,Hybrid,Manual,57952,2,2
Ford,Explorer,2020,4.9,Diesel,Semi-Automatic,274959,4,2
BMW,X5,2018,1.8,Electric,Semi-Automatic,69733,3,4
BMW,5 Series,2016,1.2,Hybrid,Automatic,13386,3,5
Honda,Accord,2006,1.9,Diesel,Automatic,13116,3,5
Chevrolet,Equinox,2016,2.8,Diesel,Automatic,74133,5,3
Toyota,Corolla,2008,4.5,Hybrid,Automatic,270817,3,5
Hyundai,Tucson,2005,2.3,Hybrid,Automatic,267630,4,1
Volkswagen,Tiguan,2014,2.3,Hybrid,Semi-Automatic,45361,5,3
Honda,Accord,2018,4.4,Electric,Automatic,291085,2,4
Ford,Fiesta,2018,2.0,Petrol,Manual,5196,4,3
Chevrolet,Malibu,2017,1.8,Petrol,Manual,102659,5,1
Chevrolet,Impala,2010,3.4,Electric,Automatic,113216,2,4
Toyota,Corolla,2016,4.9,Diesel,Manual,118394,5,2
Kia,Optima,2021,1.1,Electric,Semi-Automatic,94181,5,1
Volkswagen,Tiguan,2017,4.0,Hybrid,Manual,231470,4,2
Toyota,Corolla,2016,3.8,Petrol,Manual,246841,2,2
Hyundai,Elantra,2009,3.2,Electric,Semi-Automatic,208683,5,4
Audi,A3,2014,3.0,Hybrid,Automatic,113665,2,1
Chevrolet,Impala,2017,2.3,Petrol,Automatic,183619,5,1
Chevrolet,Equinox,2023,4.8,Hybrid,Automatic,181534,2,4
Kia,Rio,2007,3.2,Hybrid,Manual,204192,3,2
Toyota,Corolla,2007,4.9,Diesel,Manual,251921,2,1
Mercedes,GLA,2019,3.7,Hybrid,Automatic,18073,4,5
Chevrolet,Impala,2015,4.0,Electric,Semi-Automatic,207715,2,1
Volkswagen,Golf,2021,3.4,Electric,Automatic,229040,3,4
Ford,Focus,2002,2.8,Electric,Automatic,293330,3,3
Chevrolet,Impala,2000,3.5,Electric,Manual,83835,2,5
Mercedes,E-Class,2023,1.9,Petrol,Manual,142491,3,1
Toyota,Camry,2008,2.4,Hybrid,Automatic,166039,5,3
Honda,Accord,2000,3.1,Hybrid,Manual,65872,5,3
Honda,CR-V,2002,2.6,Diesel,Manual,157366,3,3
Audi,A4,2014,3.6,Petrol,Semi-Automatic,55382,2,3
Hyundai,Sonata,2013,3.5,Electric,Automatic,271806,3,2
BMW,3 Series,2007,1.9,Diesel,Manual,190298,4,1
Kia,Sportage,2001,2.8,Electric,Automatic,284655,5,1
Kia,Optima,2007,4.9,Diesel,Automatic,10457,2,1
Ford,Focus,2016,4.1,Diesel,Manual,254750,3,3
Honda,CR-V,2013,1.1,Hybrid,Automatic,58981,4,1
BMW,X5,2003,5.0,Hybrid,Automatic,186907,2,4
Hyundai,Tucson,2007,2.8,Diesel,Automatic,231194,2,1
Audi,Q5,2020,3.8,Hybrid,Semi-Automatic,101820,4,3
Hyundai,Elantra,2000,2.4,Diesel,Semi-Automatic,274394,5,2
Ford,Focus,2021,3.8,Diesel,Automatic,165991,4,5
Kia,Rio,2009,1.7,Hybrid,Semi-Automatic,255091,4,4
Honda,Accord,2023,1.1,Hybrid,Automatic,21255,3,4
BMW,5 Series,2019,2.3,Hybrid,Semi-Automatic,270864,2,1
Audi,A3,2008,3.9,Hybrid,Automatic,217728,3,5
BMW,X5,2016,1.4,Diesel,Semi-Automatic,32541,3,3
Toyota,RAV4,2019,3.2,Petrol,Automatic,95362,5,1
Audi,Q5,2023,2.6,Petrol,Manual,199475,5,2
BMW,3 Series,2010,1.5,Diesel,Semi-Automatic,214060,2,3
Audi,A4,2001,3.8,Diesel,Manual,229884,3,5
Chevrolet,Equinox,2020,3.9,Petrol,Manual,196173,2,5
Hyundai,Sonata,2018,4.1,Electric,Semi-Automatic,292571,5,3
BMW,X5,2011,4.9,Electric,Automatic,272526,4,4
Audi,A4,2011,2.2,Diesel,Automatic,100297,4,1
Chevrolet,Impala,2014,2.0,Petrol,Automatic,181881,5,5
Mercedes,E-Class,2003,3.0,Hybrid,Automatic,133454,2,1
BMW,X5,2002,2.9,Electric,Automatic,92826,2,1
Chevrolet,Impala,2012,1.6,Diesel,Semi-Automatic,244844,2,4
Audi,A3,2019,1.7,Electric,Automatic,130959,4,4
Mercedes,C-Class,2004,2.4,Diesel,Manual,118906,2,2
Honda,Civic,2018,3.9,Diesel,Manual,114308,2,3
Chevrolet,Impala,2008,2.8,Petrol,Automatic,184529,4,5
Hyundai,Tucson,2016,4.8,Diesel,Semi-Automatic,181897,3,2
Toyota,RAV4,2021,3.8,Electric,Manual,225281,3,1
Audi,Q5,2012,3.1,Diesel,Manual,13326,5,3
Ford,Focus,2005,3.9,Hybrid,Manual,37096,5,2
Honda,CR-V,2021,4.6,Hybrid,Automatic,173195,3,3
Honda,Accord,2008,3.7,Diesel,Semi-Automatic,244578,5,4
Volkswagen,Passat,2006,1.6,Diesel,Semi-Automatic,32222,3,3
Chevrolet,Impala,2012,1.3,Hybrid,Semi-Automatic,3633,4,1
Kia,Rio,2016,4.1,Petrol,Semi-Automatic,90811,3,4
BMW,5 Series,2011,1.2,Diesel,Automatic,246312,4,5
Kia,Optima,2004,4.8,Hybrid,Automatic,188578,3,4
Kia,Rio,2003,3.5,Diesel,Manual,63280,3,3
Ford,Explorer,2011,1.4,Petrol,Semi-Automatic,182197,4,3
Volkswagen,Golf,2008,2.5,Hybrid,Semi-Automatic,29154,4,3
Hyundai,Sonata,2002,3.7,Electric,Semi-Automatic,75401,4,5
Ford,Focus,2022,4.2,Petrol,Automatic,200947,3,2
Kia,Rio,2016,3.4,Hybrid,Semi-Automatic,241932,5,1
Volkswagen,Tiguan,2014,4.7,Hybrid,Semi-Automatic,77660,2,2
Mercedes,GLA,2002,1.5,Diesel,Automatic,193396,4,3
Mercedes,GLA,2006,2.2,Petrol,Semi-Automatic,273418,2,1
Ford,Explorer,2007,4.2,Electric,Automatic,259756,4,3
Mercedes,C-Class,2018,4.7,Hybrid,Automatic,284290,4,2
Chevrolet,Equinox,2012,3.3,Petrol,Semi-Automatic,277925,4,2
Audi,Q5,2018,4.7,Electric,Automatic,48270,2,1
Hyundai,Sonata,2020,3.6,Diesel,Semi-Automatic,17388,2,1
Mercedes,GLA,2010,1.7,Electric,Automatic,251783,3,3
Mercedes,C-Class,2017,3.7,Petrol,Automatic,139219,2,4
Honda,Accord,2020,4.2,Diesel,Semi-Automatic,5872,5,1
Chevrolet,Malibu,2006,3.7,Diesel,Semi-Automatic,209680,3,5
Kia,Sportage,2018,3.0,Diesel,Manual,116209,5,2
Ford,Focus,2018,2.3,Electric,Automatic,292022,3,2
Audi,A3,2022,2.2,Diesel,Manual,259968,3,3
Audi,Q5,2019,3.9,Diesel,Automatic,298275,3,3
Mercedes,GLA,2022,1.1,Petrol,Manual,289633,4,1
Mercedes,E-Class,2017,1.1,Diesel,Automatic,179286,5,1
Toyota,Corolla,2000,4.9,Hybrid,Manual,40527,3,1
BMW,3 Series,2017,1.6,Diesel,Automatic,240226,2,2
Ford,Focus,2011,2.4,Electric,Semi-Automatic,236749,2,5
Kia,Sportage,2017,2.7,Petrol,Semi-Automatic,108479,4,2
Kia,Rio,2001,4.3,Electric,Manual,235657,5,3
Mercedes,E-Class,2018,1.6,Hybrid,Manual,78445,4,4
BMW,X5,2014,2.3,Hybrid,Manual,3593,4,4
Audi,Q5,2013,1.3,Electric,Manual,32308,3,1
Honda,CR-V,2015,2.9,Petrol,Semi-Automatic,215757,4,2
Ford,Fiesta,2023,1.3,Diesel,Semi-Automatic,281549,5,3
Toyota,Camry,2002,3.2,Petrol,Semi-Automatic,268234,5,4
Hyundai,Elantra,2010,1.7,Electric,Manual,215848,2,1
Toyota,Camry,2003,3.6,Electric,Semi-Automatic,247114,4,4
Kia,Optima,2013,2.2,Diesel,Manual,103277,5,3
Chevrolet,Impala,2016,1.3,Diesel,Semi-Automatic,258123,4,4
Audi,A3,2008,4.3,Electric,Manual,163272,4,2
Honda,CR-V,2004,1.6,Hybrid,Semi-Automatic,196965,2,2
